document_id,keyword1,score1,keyword2,score2,keyword3,score3,keyword4,score4,keyword5,score5,keyword6,score6,keyword7,score7,keyword8,score8,keyword9,score9,keyword10,score10
CTX197705383,920/77 druh,4.0,období ved,4.0,le leroce,4.0,rozměňování plochy,4.0,byly totiž,4.0,podstatě negativní,4.0,totiž ukázalo,4.0,předpokládaný příkop,4.0,opět negativní,4.0,neboř zjištěné,4.0
CTX197705606,kultura oppidum,4.0,českých lhotic,4.0,vnitřním valu,4.0,zpráva čj,4.0,sondě č,4.0,bloku sondy,4.0,proveden průkop,4.0,orientaci jz-sv,4.0,pravém úhlu,4.0,lícovaná zed,4.0
CTX197705695,českých lhotic,4.0,předchozích letech,4.0,ar xxvi,4.0,odkryté ploše,4.0,pravidelných odstupech,4.0,patrný rozdíl,4.0,čitelný podpis,4.0,neodkryté ploše,4.0,jcd kndn4,4.0,stavebního řešení,4.0
CTX197705776,žárových pozůstatcích,4.0,dospělý jedinec,4.0,středně robustní,4.0,arthrotických změn,4.0,charakteristických znaků,4.0,celkové gracilitě,4.0,čelistní hlavičky,4.0,plo ploprstové,4.0,poměr poměrgracilní,4.0,pravděpodobně žena,4.0
CTX197706384,sloupnickým potokem,4.0,následujících nalezištích,4.0,jana křtitele,4.0,východním konci,4.0,severozápadně kostela,4.0,pozdněhradištní keramika,4.0,chrudimi mne,4.0,abych mohl,4.0,přinálezy prostudovat,4.0,století /,3.75
CTX197706385A,chrudim výpis,4.0,hlášení dr,4.0,oblasti arošovs,4.0,nových hradů,4.0,těchto místech,4.0,originál hlášení,4.0,fasciklu budislav,4.0,okr,1.0,charváta,1.0,cestě,1.0
CTX197800268,výzkumu rj,4.0,•bcí skaličky,4.0,skalnatých výběžků,4.0,povrchu pele,4.0,zna znapeuze,4.0,sv části,4.0,můžeme interpretovat,4.0,zbytek valu,4.0,příkrá stráň,4.0,rezhraní iii,4.0
CTX197800652,čislo jednací,4.0,kolín d,4.0,hrobu č,4.0,hrobě č,4.0,proximální část,4.0,tura domácího,4.0,zpráva,1.0,výzkum,1.0,datováni,1.0,materiál,1.0
CTX197801093A,400/70-5 zp,4.0,> l,4.0,* /907,4.0,400/0 -1%,4.0,místy nálezů,4.0,katastr konobrže,4.0,plánaobjektu č,4.0,4003/4 kat,4.0,konobrže/ kat,4.0,most výzkum,4.0
CTX197801159,jez racován,4.0,dol umentace,4.0,d_i,1.0,1978 oznamujeme,1.0,odd,1.0,věd,1.0,informací^,1.0,1945,0.0,1943,0.0,,
CTX197801493,hlášení čj,4.0,profilech lomu,4.0,ojedinělé střepy,4.0,splachových vrstvách,4.0,možno strojem,4.0,čitelný podpis,4.0,kat,1.0,oddělení,1.0,období 13,1.0,roce 1977,1.0
CTX197801660,úvod atr,4.0,záver str,4.0,prepis deníku,4.0,seznam nálezů,4.0,eákladě upozornění,4.0,jzd kyjice,4.0,ssretcn zjciele6,4.0,zastávky jzd,4.0,mapa m-33-51-d-b,4.0,sypká hlína,4.0
CTX197801673,walda ořezané,4.0,julaue ru,4.0,kladno,1.0,ing,1.0,frant,1.0,libušin,1.0,,,,,,,,
CTX197801722,knora kultura,4.0,unhoší čís,4.0,mírně sklopeným,4.0,prohnutým hrdlem,4.0,stavbě sklepa,4.0,leskle hnědé,4.0,p—•—■ 0l1,4.0,celou nádobku,4.0,unhošt čís,4.0,oblým okrajem,4.0
CTX197801728,unhošt čis,4.0,šedozelená břidla,4.0,unhoší čis,4.0,sytě červ,4.0,mazanicovitým povrchem,4.0,mělce rýhovaný,4.0,nález č,4.0,pravěké střepy,4.0,oblý prav,4.0,límec středov,4.0
CTX197801939,chráštany kat,4.0,navštívil chrášťany,4.0,březnu m,4.0,aú praha,4.0,šňůrovou keramikou,4.0,dno ploché,4.0,vejčitá nádoba,4.0,pohřeb ženy,4.0,výzkum m,4.0,rulf poznámko,4.0
CTX197801976,kultura volutová,4.0,oblasti vilémova,4.0,únoru t,4.0,171/78 exp,4.0,vyhrnuté hlíně,4.0,hradištní keramiky,4.0,tehdejšími nálezy,4.0,byly učiněny,4.0,místa sběru,4.0,b poznámko,4.0
CTX197801992,akovník ga*,4.0,výzkumu r/,4.0,koreferenta _,4.0,zprava somiseck,4.0,deslých letech,4.0,trvání vý,4.0,e pledpokládá,4.0,ňské sezony,4.0,správa hordu,4.0,- soustředí,4.0
CTX197802306,doby římské,4.0,oznamuji,1.0,dne 20,1.0,ořechu,1.0,praha-západ,1.0,praha 20,1.0,197 2306,0.0,1978,0.0,,,,
CTX197802532,archetlcamký ústav,4.0,nálezy hradišt,4.0,hlásení ak,4.0,dochař doc,4.0,jindře severa,4.0,vut hlásil,4.0,okre prahazápad,4.0,sus scrofa,4.0,dis dispro,4.0,tyršově y1,4.0
CTX197802857,horní bouzov,4.0,ostrožna j,4.0,okr,1.0,lok,1.0,hradiště,1.0,poráň,1.0,okol,1.0,sigl,1.0,vokolek,1.0,nález,1.0
CTX197802865,teplice kult,4.0,podél fotbal,4.0,okraji vsi,4.0,stěnách rýhy,4.0,místní kanalizaci,4.0,kulturní vrstva,4.0,zahloubené objekty,4.0,většinou šlo,4.0,mělké jámy,4.0,několik jam,4.0
CTX197802876,pražské předměstí,4.0,kostela p,4.0,kůlové jamky,4.0,předpecní jáma,4.0,tavení železa,4.0,zásobnicová jáma,4.0,kníže knížehradu,4.0,richter b,4.0,zahrada domu,4.0,úlomek keramiky,4.0
CTX197802881,kamenná voda,4.0,kosti roztroušené,4.0,bzo 3-1965,4.0,hlášení čj,4.0,most kult,3.5,most,1.5,okr,1.0,únětická,1.0,knovizská,1.0,lok,1.0
CTX197802892,strakonice kult,4.0,sídliště laténské,4.0,pozdně hradištní,4.0,louka ppč,4.0,známé lokality,4.0,vod- ňany,4.0,armády 40/11,4.0,- váním,4.0,novově novověpoklice,4.0,křtětice,1.0
CTX197802898,louny kult,4.0,m teplice,4.0,libčeves,1.0,okr,1.0,knovízská,1.0,římská,1.0,hradištní,1.0,sídliště,1.0,lok,1.0,polohy 1,1.0
CTX197802906,23906/7 lomnice,4.0,sokolov kult,4.0,lomnický vrch,4.0,sousedství obce,4.0,sběr p,4.0,předá předá29,4.0,p 19/74,4.0,staré době,4.0,ojedinělý nález,3.5,nález,1.5
CTX197802915,písek kult,4.0,okraje lesa,4.0,nevydaný rukopis,4.0,lese hájku,4.0,milenovice,1.0,protivín,1.0,okr,1.0,lok,1.0,samoty,1.0,bártíků,1.0
CTX197802927,nová ves,4.0,pravěké mohyly,4.0,trat hromadiš-,4.0,zm 22-44,4.0,rekognoska rekognoskaj,4.0,zaměření ing,4.0,plánu 508/1,4.0,list 22-44,4.0,olešník,1.0,okr,1.0
CTX197802950,dejvice kult,4.0,kri kriul,4.0,e enález,4.0,pravděpodobně příkopem,4.0,výrazných kult,4.0,náležejícího většinou,4.0,zčásti též,4.0,ke- ram,4.0,materiálem kult,4.0,archeologické odd,4.0
CTX197802962,havlíčkův brod,4.0,havlíčko havlíčkobrodu,4.0,terénu zjištěny,4.0,dle j,4.0,úsobí okr,3.5,okr,1.5,radňov,1.0,středověk,1.0,lok,1.0,sídliště,1.0
CTX197802968,cihelna b,4.0,křižovatka silnic,4.0,rozšířená část,4.0,kůlovou konstrukcí,4.0,zví zvíkosti,4.0,poli ppč,3.33,nalezeny střepy,3.0,456 nalezeny,1.5,střepy,1.5,ppč,1.33
CTX197802971,písek kult,4.0,pravděpodobné středověk,4.0,lesem havírky,4.0,části obce,4.0,nalezly ženy,4.0,přinesl j,4.0,m písek,4.0,semice,1.0,okr,1.0,recentní,1.0
CTX197802986,namísto nálezu,4.0,nebylo možno,4.0,poje rekonstruován,4.0,údajů vlastivěd,4.0,pracovníka st,4.0,prašnou bránou,4.0,pískovcovými kvádry,4.0,lá láopukou,4.0,obě zdi,4.0,oddělení mmp,4.0
CTX197802995,8z0 ig,4.0,liberec kult,4.0,vypálenými stěnami,4.0,pálení vápna,4.0,objek objekvzhledem,4.0,4 c,1.0,okr,1.0,středověk,1.0,novověk,1.0,lok,1.0
CTX197803016,bzo *974,4.0,pardubice kult,4.0,místech sondy,4.0,odpadní jáma,4.0,dně jámy,4.0,vedeném j,4.0,fragmenty skla,4.0,včm pardubice,4.0,301/w/ 98,1.0,lepějovice,1.0
CTX197803024,tábor kult,4.0,pís písvlkov,4.0,břehu lužnice,4.0,střední d,4.0,dřevěná lopatka,4.0,mlýnského kola,4.0,p 26/74,4.0,p 31/74,4.0,hlášení čj,4.0,608/74 exp,4.0
CTX197803037,mělník kult,4.0,doba římská,4.0,kralupy n,4.0,m mělník,4.0,nz čj,4.0,zeměchy,1.0,okr,1.0,knovízská,1.0,lok,1.0,pole,1.0
CTX197803040,zvíkovské podhradí,4.0,písek kult,4.0,výšinné sídliště,4.0,hrad zvíkov,4.0,zm 22-23,4.0,p 54/74,4.0,hlášení čj,4.0,819/74 plzeň,3.5,plzeň,1.5,okr,1.0
CTX197804006,číslo záznamu,4.0,číslo sáčku,4.0,číslo přírůstkové,4.0,/wrcouuurk —*,4.0,kultura,1.0,objekt,1.0,uzq,1.0,iam,1.0,2/3,1.0,arlew,1.0
CTX197804095,obec dřetov,4.0,noevý ústav,4.0,— druh,4.0,obdobi /,4.0,prostoru vodní,4.0,pracovní doba,4.0,odborných pracovníků,4.0,výzkumu střídají,4.0,plán práce,4.0,výzkumné práce,4.0
CTX197804139,kultura sídliště,4.0,vypíchaná ved,4.0,období kultury,4.0,vypíchnou keramikou,4.0,doby laténské,4.0,dalších nět,4.0,předmětem výzkumu,4.0,nodle notřeby,4.0,2-4 dělníci,4.0,výzkum pokračovali,4.0
CTX197804176,kosterném nálezu,4.0,nízkorostlé postavy,4.0,organických zbytků,4.0,končetinové kosti,4.0,povrchovou korozí,4.0,zbarvení pozůstatků,4.0,stupně zachovalosti,4.0,stav chrupu,4.0,pozdně slovanského,4.0,kriminalistickou záležitost,4.0
CTX197804324,dřetovice kat,4.0,halštatská d,4.0,římská d,4.0,dřetovicích okr,4.0,vedením dr,4.0,mouchy csc,4.0,uvedené době,4.0,začišťování plochy,4.0,dokumentace obj,4.0,rozsáhlého obj,4.0
CTX197804359,— c,4.0,r #,4.0,jejího vztahu,4.0,hřbi hřbi,4.0,rozkládá jícími,4.0,nich ukončeny,4.0,stranách odstraněna,4.0,původní apsidu,4.0,avazuje zřejmě,4.0,kostel p,4.0
CTX197804619,odděleni /průzkum/,4.0,plání provedl,4.0,ovál oválprotáhlý,4.0,80-150 cm,4.0,správa manětín,4.0,větší kameny,4.0,nálezy nenarazili,4.0,znovu vyčištěn,4.0,profil /jižní/,4.0,žádné kameny,4.0
CTX197804988G,bahnitý piavený,4.0,plavený mekky,4.0,1lo mekký,4.0,mm /,4.0,-4 /,4.0,jemný 23a,4.0,e1-a1 o*,4.0,o* oo,4.0,t /,4.0,pav16 °pj,4.0
CTX197805086,pokyn dr,4.0,- rozvadov,4.0,přímým dotazem,4.0,stanici vb,4.0,úseku nebyla,4.0,možno strojem,4.0,čitelný podpis,4.0,kat,1.0,období 10,1.0,v• 1978,1.0
CTX197805192,rakovník druh,4.0,letošní práce,4.0,poloviny srpna,4.0,možno strojem,4.0,čitelný podpis,4.0,kat,1.0,obec,1.0,trat,1.0,kultura,1.0,soustředí,1.0
CTX197805316,václavském náměstí,4.0,dolní čelisti,4.0,rovněž kost,4.0,prozemní vlhkostí,4.0,zadních partiích,4.0,zelenavým středem,4.0,způsobeno mědí,4.0,původním uložení,4.0,mrtvý pohřben,4.0,lebeční kosti,4.0
CTX197805452,kultura sídliště,4.0,neurčeno c,4.0,4070/78 /,4.0,pomoci phdr,4.0,silážní jámě,4.0,jejím sz,4.0,částečně prozkoumán,4.0,kostra jedince,4.0,natažené poloze,4.0,hrobové jámě,4.0
CTX197805645,sever čsay,4.0,období zpráva,4.0,zahájení výzkumu,4.0,cílem výzkumu,4.0,letošním roce,4.0,' pracovníci,4.0,zkoumaná plocha,4.0,pravé straně,4.0,odkrytá plocha,4.0,vedouc' výzkumu,4.0
CTX197805680,5680/78 druh,4.0,kultura t,4.0,j ij,4.0,odděleni r,4.0,oblasti kat,4.0,území dřetovice-stehelčeves,4.0,navazu jící,4.0,magnetometrickou metodou,4.0,spolu spoluse,4.0,severnější příkop,4.0
CTX197805882,kultura slovanské,4.0,výzkum soustředil,4.0,tři celky,4.0,severozápadním předhradí,4.0,severní stranu,4.0,blízkosti sakristie,4.0,postupně zasypávána,4.0,byly zjištěny,4.0,datova- telnerámcově,4.0,letošní sezóně,4.0
CTX197805996,jordanov- ská/schussenriedská,4.0,prozkou ně,4.0,4m mocné,4.0,mladého paleolitu/mesolitu,4.0,jeskyně martina,4.0,místa spíše,4.0,loveckých výpravách,4.0,některém víkendu,4.0,budu jednat,4.0,předání lokality,4.0
CTX197806143,soutoku vlkovského,4.0,černookého potoka,4.0,východního okraje,4.0,doba kamenná,4.0,malé jádro,4.0,kultura knovízská,4.0,zlomky nádob,4.0,fotografie zlomků,4.0,okr,1.0,podbořany,1.0
CTX197806323,období srpen,4.0,uplynulém měsíci,4.0,práce zaměřily,4.0,sledování pr,4.0,běhu palisády,4.0,výzkum opevnění*,4.0,hrobniským domkem,4.0,novému hřbitovu,4.0,zapuštěné hluboko,4.0,blízkosti vstupu,4.0
CTX197806517,ri kat,4.0,chrudim druh,4.0,pravém úhl,4.0,vnitřní vel,4.0,svis sviskůlech,4.0,vnější zdí,4.0,kůlová jamka/,4.0,7m /měřeno,4.0,vzdá vzdá12,4.0,7m začíná,4.0
CTX197807489,kultura sídliště,4.0,keramické zlomky,4.0,hlá hláse,4.0,kultuře knovízské,4.0,— c,4.0,možno strojem,4.0,čitelný podpis,4.0,kat,1.0,pare,1.0,druh,1.0
CTX197807816,-6 xi,4.0,c j,4.0,—2642e druh,4.0,kultura hradiště,4.0,výšinné sídliště,4.0,neurčeno ved,4.0,íčastnil prací,4.0,geoindustria stříbro,4.0,tovární ul,4.0,možno strojem,4.0
CTX197807908,véc určení,4.0,predložená kost,4.0,rádius prox,4.0,drobné zlomky,4.0,cujanová,1.0,dex,1.0,domestica,1.0,neurčitelné,1.0,,,,
CTX197807911,obec roohotioo,4.0,l čsav,4.0,dne uzavřen,4.0,jejího nadloží,4.0,severní část,4.0,níž část,4.0,výplni jámy,4.0,část též,4.0,nekeramických nálezů,4.0,prozrazují soudržnost,4.0
CTX197807952E,l veda,4.0,hr relela,4.0,trt 2,1.0,gelvu,1.0,pelx,1.0,,,,,,,,,,
CTX197808013,zpráva *onekeyenta,4.0,kruhový objekty,4.0,třech místech,4.0,nejzápadnější části,4.0,výsledek negativní,4.0,vroubícího val,4.0,žlutého jílu,4.0,třímetrový sond,4.0,průkopů proveden,4.0,příští rok,4.0
CTX197808038,období ',4.0,veliké vsi,4.0,recentní navážky,4.0,možno strojem,4.0,čitelný podpis,4.0,výzkumu,1.0,října 1978,1.0,odkud,1.0,směrem,1.0,obci,1.0
CTX197808045,traf pole,4.0,610/78 čsav,4.0,arceetlcsteý úľnv,4.0,halštatské ved,4.0,zprava komise,4.0,období ved,4.0,27e července,4.0,jenišově újezdě,4.0,prozkoumat plochu,4.0,východním poli,4.0
CTX197808064,mělník trat,4.0,ojedinělý inv,4.0,neznámé osoby,4.0,identifikovat nálezce,4.0,předmět ponechal,4.0,jméno udat,4.0,mlat spolu,4.0,stavbě np,4.0,měl- nik,4.0,popis nálezů,4.0
CTX197808466,doby laténské,4.0,město pečky,4.0,zřejmě situována,4.0,málo jižněji,4.0,štítarské sídliště,4.0,zjištěné r,4.0,téže polohy,4.0,náleží atrně,4.0,popsanému sídlišti,4.0,průkopu plynovodu,4.0
CTX197808475,625/78 pí,4.0,janochův vrch,4.0,aú čj,4.0,5403/71 výzkumy,4.0,list 22-44,4.0,měřických prací,4.0,zeměpisná poloha,4.0,katastrální určení,4.0,české budějovice,4.0,obce jeznice,4.0
CTX197808816A,/*7 pi,4.0,at/%y p/,4.0,hradec král,4.0,06/% obj,3.25,44 obj,1.25,21 obj,1.25,22 obj,1.25,24 e,1.0,16 benátky,1.0,1 ab,1.0
CTX197808990,obec kováry,4.0,kladno výzkum,4.0,23/78 č,4.0,starý hřbitov,4.0,zásyp hrobu,4.0,marie terezie,4.0,budoi lokalita,3.5,lokalita,1.5,výzkumu,1.0,budeč,1.0
CTX197809045,kultura mladohradištní,4.0,středověk ved,4.0,rávo romiseox,4.0,starhově práce,4.0,omeze omezerozsahu,4.0,dopreparování situace,4.0,prostoru sond,4.0,vnitřním klášterním,4.0,nebot jsae,4.0,zakryty stejně,4.0
CTX197900144,zahájení výzkumu,4.0,zahájen dohled,4.0,doby laténské,4.0,mého vedení,4.0,stodůlkách sděluji,3.5,stodůlkách,1.5,dnem 8,1.0,výzkum,1.0,sídlišti,1.0,římské,1.0
CTX197900288,rozbor osteol,4.0,srubová chata,4.0,hlinitý písek,4.0,nejhořejších částech,4.0,kame kame,4.0,zatamní těžby,4.0,soubor keramiky,4.0,účelem dosažení,4.0,zhodnocením keramiky,4.0,těžbě zlata,4.0
CTX197900452,proveden^ kat,4.0,obec tis,4.0,orlicí druh,4.0,zpráva ved,4.0,období vii,4.0,měsíci červenci,4.0,vysokého mýta,4.0,druhém týdnu,4.0,účasti brigádníků,4.0,archeologický výzkum,4.0
CTX197900458,tuněchodské cihelně,4.0,rámcově datované,4.0,tuněchodech /0,4.0,hrochův týnec,4.0,parčočo 567/2,4.0,obce tuněchod,4.0,prováděl sám,4.0,jedním dělníkem,4.0,financovaným kvč,4.0,mech-nickcých vrstvách,4.0
CTX197900460,13-42-13 čj,4.0,m druh,4.0,kultura ojed,4.0,nálezy mesolitické,4.0,sídliště slezskoplatěnické,4.0,doby římské,4.0,středověk ved,4.0,q xke,4.0,vávrou opakovali,4.0,řadě míst,4.0
CTX197900567,železářská výroba,4.0,záchranný výzkum,4.0,mšeckých žehrovicích,4.0,jehož vedoucí,4.0,květnu t,4.0,předpokladem indikace,4.0,železářských pecí,4.0,akumulace strusky,4.0,záchranným výzkumem,4.0,zjištěno ad,4.0
CTX197900802,číslo jednací,4.0,beroun dr,4.0,průvodní arch,4.0,materiál chybí,4.0,nepleniglaciál /,4.0,nálezy pratura,4.0,tap- hocenosa,4.0,domněnce odporuje,4.0,zřetelně menší,4.0,postcraniální skelet,4.0
CTX197901372,doce tr,4.0,celek sejmouti,4.0,gotickému stavu,4.0,vědeckých důvoů,4.0,původními výběhy,4.0,prtože jinak,4.0,zachované výběhy,4.0,podrobně zkoumny,4.0,tnační tribune,4.0,hlavice přímo,4.0
CTX197901425,bronzová sekerka,4.0,uloženo údajně,4.0,let 1968/69,4.0,přiloženého nákresu,4.0,menší sekerku,4.0,mírně oblouk,4.0,poněkud sešikmen,4.0,koncem týlu,4.0,výška břtu,4.0,lužická kultury,4.0
CTX197901436,černým prihem,4.0,tvar obdélníkovitý,4.0,-51 mm,3.33,5 mm,1.33,dne 12,1.0,téměř,1.0,retuše,1.0,-42,1.0,-16,1.0,197 fr,1.0
CTX197901441,rychnov n,4.0,uložení čís,4.0,nalezeny nádoby,4.0,střepy nádob,4.0,kultura /,4.0,rozšiřování základu,4.0,řo válo,4.0,staveni /,4.0,nalézá ostroh,4.0,trat zvaná,4.0
CTX197901677,slovanská /,4.0,podílí expozitura,4.0,urbanistického střediska,4.0,obce dýšina,4.0,středu chrástu,4.0,holém vrchu,4.0,lesní školky,4.0,mohylové objekty,4.0,jednoznačně čitelné,4.0,okraji pohřebiště,4.0
CTX197901875,sever druh,4.0,kultura č,4.0,125/79 pí,4.0,zpravodaj st,4.0,památkové péče,4.0,škoda plzerí,4.0,silnice touškov,4.0,dvora dobronice,4.0,zlí 11-44,4.0,vybraný zpravodajem,4.0
CTX197901953,listo listoornice,4.0,pruh situovaný,4.0,stodůleckému potoku,4.0,skrývka pokračovala,4.0,prostor zahradnictví,4.0,práci buldozeru,4.0,koncem ledna,4.0,západním oktaji,4.0,dosud plocha,4.0,dovolí počasí,4.0
CTX197901972,období ved,4.0,širokých třebčic,4.0,polní cestou,4.0,topolanského dv,4.0,negativní výsledek,4.0,možno strojem,4.0,čitelný podpis,4.0,' al|,4.0,března 1979,1.0,oddělení,1.0
CTX197902127,sázavě lokalita,4.0,mláto náletu,4.0,sondě kolmé,4.0,vstupní vrata,4.0,několika zlomcích,4.0,nebyla patrná,4.0,laboratoře vrácena,4.0,řadu zlomků,4.0,zlomcích objevila,4.0,výzkumu,1.0
CTX197902162,2462/79 kot,4.0,kultura středověk,4.0,hrad zpráva,4.0,zádadními zásahy,4.0,organismu hradu,4.0,dvou portálů,4.0,dvou skříněk,4.0,unikátním nálezem,4.0,velkou věží,4.0,prvé fázi,4.0
CTX197902216,dubna t,4.0,okřínek č,4.0,libici n,4.0,silnicí libice-opolany,4.0,viz též,4.0,at jámové,4.0,kulturní vrstva,4.0,hřebe hřebevpichy,4.0,den nádob,4.0,písčité hlíny,4.0
CTX197902330,vanětín osada,4.0,hrádek okres,4.0,informaci byly,4.0,hrobu mohylového,4.0,menších hrobů,4.0,možno strojem,4.0,čitelný podpis,4.0,kat,1.0,obec,1.0,kultura,1.0
CTX197902467,rychnov n,4.0,2467/24 č,4.0,poli sekyrky,4.0,přílohy jižné,4.0,druh nálezu,4.0,skuhrov fr,4.0,strojopis str,4.0,návštěvě zds,4.0,skuhrově n,4.0,ředitelem j,4.0
CTX197902474,obec mokré,4.0,kultura pravěk,4.0,ředitelky kubánkové,4.0,nalezl p,4.0,poř,1.0,silnice,1.0,záp,1.0,str,1.0,obe,1.0,1 lo,1.0
CTX197902483,rřízno _,4.0,řejy ch,4.0,jevily b,4.0,teheto pramer,4.0,hoho služhu,4.0,konali dokazuje,4.0,-ksple p,4.0,dá předpokládat,4.0,trýzne,1.0,premenu,1.0
CTX197902489,c e,4.0,kultura „,4.0,cestě autora,4.0,rychnov n,4.0,uložení sb,4.0,vojeni- ce,4.0,informován p,4.0,/od vodárnou,3.5,vodárnou,1.5,obec,1.0
CTX197902490,poli £,4.0,vojenice -ukopisn,4.0,záznam autora,4.0,autora =,4.0,rychnov n,4.0,mé návštěvě,4.0,vojmi cích,4.0,hlubokou orbou,4.0,spá spákostí,4.0,t ronzú,4.0
CTX197903382,2/ kat,4.0,6svračín druh,4.0,kultura středověk,4.0,množstvím mazanice,4.0,nalezenou keramilot,4.0,atypické střepy,4.0,zlomky kachlů,4.0,pravoúhlým ústím,4.0,možno strojem,4.0,čitelný podpis,4.0
CTX197903504,unhošt cis,4.0,část dvojkón,4.0,celou nádobu,4.0,ot a-clo,4.0,poř,1.0,bronz,1.0,inv,1.0,okraj,1.0,okřínu,1.0,doplněna,1.0
CTX197903525,dlouhá tříska,4.0,pruhovaného pazourku,4.0,povrchovou korou,4.0,68 mm,1.0,knor,1.0,,,,,,,,,,
CTX197903642,brána ved,4.0,období ved,4.0,něho vedení,4.0,chrámové lodi,4.0,-tarém hřbitově,4.0,ko kokostela,4.0,uvnitř kostela,4.0,jedno jednopdlah,4.0,přičemž podlaha,4.0,podlahu starší,4.0
CTX197903670,rybníkem hejný,4.0,prasečí farmou,4.0,obce zalužany,4.0,sběry pocházejí,4.0,povrchu hřbítku,4.0,protohistorickému období,4.0,nálezce lze,4.0,poř,1.0,pravěk,1.0,sídlišti,1.0
CTX197903694,edllont xaxtaaa,4.0,stavebních pracích,4.0,stavbě komunikace,4.0,hroby nacházejí,4.0,lumbeho zahradě,4.0,jí zdárny,4.0,pravděpodobnosti myšlenka,4.0,' malíi^wu,4.0,smetánka poznámka,4.0,možno strojem,4.0
CTX197903824,kultura d,4.0,období ved,4.0,železniční zastávky,4.0,1212/78 most,4.0,jáma kult,4.0,melioračních rýhách,4.0,knovízskou keramikou,4.0,možno strojem,4.0,čitelný podpis,4.0,kat,1.0
CTX197903872,obec lípa,4.0,neolit- ebeolit,4.0,uložení škol,4.0,mois pazourk,4.0,hně hnězabarvena,4.0,-35 mm,4.0,-26 mm,4.0,-7 mm,4.0,vyznačeným bulbem,4.0,-45 m,4.0
CTX197903878,orl- okres,4.0,rychnov n,4.0,3878/79 č,4.0,bližších nál,4.0,návštěvě zds,4.0,kamerý artefakt,4.0,p***rkové čepel,4.0,nepravá retuš,4.0,barva šedobílá,4.0,-10 ee,4.0
CTX197903885,c j,4.0,týniště n,4.0,/autor /,4.0,majetku p,4.0,školách poř,3.5,lípě cis,3.5,poř,1.5,lípě,1.5,přílohy,1.0,poli,1.0
CTX197903966,žatí3tou silnit,4.0,okrouhli ce,4.0,ředitele školy,4.0,ždáru n,4.0,1* cis,4.0,pozůstatky tvrze,4.0,cestě v—berk,4.0,rybná n,4.0,poř,1.0,západně,1.0
CTX197903988,loděnice osada,4.0,4774/ sídliště,4.0,laténské ved,4.0,zkoumanou r,4.0,orientačně ovzorkován,4.0,vybrali zbytek,4.0,laténská polozemnice,4.0,čitelný podpis,4.0,možno strojem,3.5,možno,1.5
CTX197904054,knora ml,4.0,zámeckým parkem,4.0,sv cípu,4.0,rozorané jámy,4.0,popis nálezů,4.0,oblé výduti,4.0,světle hnědý,4.0,m0l^3 •,4.0,poř,1.0,rkp,1.0
CTX197904082,dle záznamu,4.0,předáno museu,4.0,hansaulce,1.0,,,,,,,,,,,,,,
CTX197904088,406s/24,1.0,,,,,,,,,,,,,,,,,,
CTX197904091,/u4a*,1.0,12202 •0,1.0,zp2p,1.0,,,,,,,,,,,,,,
CTX197904116,lidských pozůstatcích,4.0,lanských hrobů,4.0,výzkum j,4.0,/ dr,4.0,lidské pozůstatky,4.0,bylanských hrobů,4.0,střešovicích lokalita,4.0,střešovice výzkum,4.0,morfologické korelace,4.0,lícní kosti,4.0
CTX197904301,předběžné zpráva,4.0,hradci králové,4.0,úzké spolupráci,4.0,světovou válkou,4.0,pů půsvah,4.0,původ původsituaci,4.0,majetku mnv,4.0,přesněji jv,4.0,ležel západně,4.0,potokem napouštěn,4.0
CTX197904548,obec dobré,4.0,c j,4.0,uložení m,4.0,dobruška čís,4.0,sbírce p,4.0,hfdlo nízké,4.0,p0 prožlabený,4.0,lomu černošedý,4.0,vně šedý,4.0,-73 mm,3.67
CTX197904551,obec d,4.0,starém hřbitově,4.0,dobrém cis,4.0,sbírce p,4.0,r 6,1.0,poř,1.0,str,1.0,michla,1.0,inv,1.0,1974 •,1.0
CTX197904563,učinil průzkum,4.0,velemyšleveské pískovně,4.0,neprovedena dokonale,4.0,většinou jam,4.0,2-3 chaty,4.0,vzrostlém ječmeni,4.0,spíše chatami,4.0,zajímavý jev,4.0,suchých letech,4.0,skupina j,4.0
CTX197904722,mého vedení,4.0,rozsahu prací,4.0,urbana zaú,4.0,odborném vyzvednutí,4.0,práce měřické,4.0,pře přeprofilů,4.0,nálezovou zprávu,4.0,chrámovou lodí,4.0,doporučeno komisí,4.0,srpna r,4.0
CTX197904895,780/75 exp,4.0,lokalizace naleziště,4.0,katastrální určení,4.0,obecních pozemcích,4.0,parcelách č,4.0,ostatní rozložení,4.0,viz níže,4.0,sekční čáry,4.0,historie naleziště,4.0,archeologické zjištění,4.0
CTX197904944,obec slemeno,4.0,4944- /,4.0,kabinet skol*,4.0,íiemene cis,4.0,navštívil školu,4.0,depoz táři,4.0,opis výběru,4.0,-5 mm,4.0,-4 mm,4.0,-10 cm,4.0
CTX197904992,výzkumu zpráva/korťez,4.0,vykonal spolu,4.0,pracovníky cestu,4.0,horního slavkova,4.0,posoudit archeol,4.0,opracované trámy,4.0,soustřednými rýhami,4.0,mlecí ploše,4.0,určitých intervalech,4.0,postup konzultoval,4.0
CTX197905178,podražnici téměř,4.0,východní straně,4.0,patrné vchod,4.0,vnitřního prostoru,4.0,přišlo uvnitř,4.0,bronzovou jehlici,4.0,adobené nádobky,4.0,žádné podobě,4.0,sousedství předešlé,4.0,všech předchozích,4.0
